genome	true_class	top_class	top_p	0	1	2
Aspergillus_mulundensis	2	2.0	1.0	1.1400153043794603e-09	8.222533764978834e-11	1.0
Monascus_purpureus	2	2.0	1.0	8.441992764562922e-12	1.453944251236447e-13	1.0
Fomitopsis_pinicola	0	0.0	1.0	1.0	1.5501713026539483e-31	1.165143827773496e-13
Penicillium_citrinum	2	2.0	1.0	1.126848072317832e-12	2.6681627393609908e-11	1.0
Xylaria_sp._MSU_SB201401	1	1.0	1.0	1.403316562087157e-19	1.0	4.814965158354834e-13
Clarireedia_homoeocarpa	1	1.0	1.0	3.6830357430517324e-08	1.0	1.9371020343328382e-09
Pichia_occidentalis	2	2.0	1.0	7.098892289704927e-21	7.530481626734927e-30	1.0
Trichosporon_inkin	0	0.0	1.0	1.0	2.5603639318402482e-26	3.6683990992176894e-22
Aspergillus_sclerotiicarbonarius	2	2.0	1.0	6.14921134844959e-12	1.6593762475203278e-10	1.0
Trametes_cinnabarina	0	0.0	1.0	1.0	4.3568889960861896e-33	1.1202647967265e-12
Knufia_petricola	2	2.0	1.0	6.103965423387425e-12	2.865570558618913e-10	1.0
Phaffomyces_antillensis	2	2.0	1.0	2.149283314118729e-27	2.8521303583899597e-28	1.0
Ogataea_glucozyma	2	2.0	1.0	1.638730985687376e-17	7.817735254436643e-18	1.0
Ganoderma_sp._BRIUMSc	0	0.0	1.0	1.0	1.6979876613772512e-26	9.904486695318411e-15
Ceraceosorus_bombacis	0	0.0	1.0	1.0	5.253842154463963e-35	1.2497446975647481e-21
Coriolopsis_trogii	0	0.0	1.0	1.0	1.0420138448795474e-33	1.145656927437866e-16
Coniella_lustricola	1	1.0	1.0	4.808602960260089e-10	1.0	1.4097085720976565e-09
Colletotrichum_truncatum	1	1.0	1.0	4.154756576876753e-18	1.0	7.06498986917381e-13
Rosellinia_necatrix	1	1.0	1.0	3.5034984428677734e-21	1.0	1.8365742909749104e-16
Kodamaea_laetipori	2	2.0	1.0	3.2801372058246462e-15	1.1838933763994204e-14	1.0
Hamiltosporidium_tvaerminnensis	0	0.0	1.0	1.0	2.4424734804129322e-11	3.095603081238231e-21
Colletotrichum_lindemuthianum	1	1.0	1.0	1.3672519490735088e-27	1.0	3.174522450466455e-11
Mrakia_frigida	0	0.0	1.0	1.0	1.1876144614999257e-40	0.0
Colletotrichum_godetiae	1	1.0	1.0	9.802645296944401e-18	1.0	4.3756692063093294e-14
Venturia_pyrina	2	2.0	1.0	5.910108861995837e-16	1.1017383449996032e-08	1.0
Pleurotus_eryngii	0	0.0	1.0	1.0	3.740066796912656e-22	5.761893694275825e-23
Aspergillus_lentulus	2	2.0	1.0	3.422342704367809e-12	2.976751874508854e-13	1.0
Knoxdaviesia_capensis	1	1.0	1.0	3.208283864130207e-17	1.0	5.920984147422814e-09
Fusarium_azukicola	1	1.0	1.0	1.3510934585300434e-31	1.0	6.98764756109074e-25
Tolypocladium_sp._Sup5_PDA-1	1	1.0	1.0	5.792729067992339e-22	1.0	1.1147621534211229e-18
Arthrobotrys_oligospora	2	2.0	1.0	4.606857193086792e-15	3.2677721861773534e-08	1.0
Hanseniaspora_pseudoguilliermondii	2	2.0	1.0	7.17201631417197e-10	5.808502751999904e-23	1.0
Metarhizium_robertsii	1	1.0	1.0	2.9908340973746265e-19	1.0	1.2443159634720376e-15
Xeromyces_bisporus	2	2.0	1.0	3.3033533201177025e-16	6.685005042390612e-17	1.0
Daldinia_eschscholtzii	1	1.0	1.0	1.7444431325176407e-21	1.0	1.4605260360497918e-13
Metschnikowia_hawaiiensis	2	2.0	1.0	3.6276529819589585e-22	1.492202188567919e-23	1.0
Ophiocordyceps_unilateralis	1	1.0	1.0	4.980350354485909e-28	1.0	3.513203982167431e-27
Scleroderma_citrinum	0	0.0	1.0	1.0	2.4608263502879793e-23	2.6415513906535447e-16
Sclerotinia_borealis	1	1.0	1.0	3.9538931156934964e-11	1.0	1.627644823391436e-13
Beauveria_pseudobassiana	1	1.0	1.0	7.081103415202804e-19	1.0	2.2695131432254496e-14
Dendrothele_bispora	0	0.0	1.0	1.0	1.567138002192665e-19	3.210221200534145e-15
Ambrosiozyma_philentoma	2	2.0	1.0	2.231313038064865e-21	3.776258994497495e-18	1.0
Penicillium_sp._CF05	2	2.0	1.0	2.674049404214479e-13	1.4068338161088434e-10	1.0
Hygrophorus_russula	0	0.0	1.0	1.0	1.065880108682565e-15	9.234692177617632e-11
Coniosporium_apollinis	2	2.0	1.0	6.048127504076943e-20	1.9555536474137125e-15	1.0
Endogone_sp._FLASF59071	0	0.0	1.0	1.0	4.334793857196928e-09	1.0837677422159686e-09
Cladonia_metacorallifera	2	2.0	1.0	2.1734113684804659e-16	2.649482855332508e-09	1.0
Aspergillus_violaceofuscus	2	2.0	1.0	1.2196368914807465e-11	5.583904866268696e-12	1.0
Wallemia_mellicola	0	0.0	1.0	1.0	9.960463877300985e-12	8.915072235993193e-09
Venturia_inaequalis	2	2.0	1.0	4.275199603093168e-31	2.0997114637266723e-12	1.0
Mortierella_verticillata	0	0.0	1.0	1.0	2.4555929833199475e-16	1.154948126068714e-13
Mucor_racemosus	0	0.0	1.0	1.0	1.961744135192678e-11	1.0586404799659e-12
Butyriboletus_roseoflavus	0	0.0	1.0	1.0	1.0449512706657981e-26	1.3142770314943592e-19
Chrysoporthe_deuterocubensis	1	1.0	1.0	4.05128099849935e-14	1.0	1.582614872486232e-10
Aspergillus_bombycis	2	2.0	1.0	3.0861728103626085e-12	4.633899058741064e-13	1.0
Neurospora_terricola	1	1.0	1.0	5.158316468737399e-14	1.0	1.7505123739436357e-10
Cunninghamella_elegans	0	0.0	1.0	1.0	2.0560261359724014e-31	2.4080481327034536e-19
Saturnispora_silvae	2	2.0	1.0	5.549845393110185e-26	6.666752451875015e-30	1.0
Malassezia_equina	0	0.0	1.0	1.0	9.370437230856694e-31	1.995421646936929e-18
Saccharomyces_mikatae	2	2.0	1.0	2.3207035793927633e-13	3.950512823563825e-20	1.0
Beverwykella_pulmonaria	2	2.0	1.0	5.693652216365308e-10	1.0684281903650117e-08	1.0
Aspergillus_homomorphus	2	2.0	1.0	7.927614294189755e-12	1.1082575829268748e-11	1.0
Cyberlindnera_xylosilytica	2	2.0	1.0	3.520455557072689e-23	4.2138089350295116e-13	1.0
Papiliotrema_laurentii	0	0.0	1.0	1.0	1.635831739096053e-26	5.824204335584857e-18
Parasitella_parasitica	0	0.0	1.0	1.0	4.52376330839499e-11	9.258082078744678e-10
Microbotryum_saponariae	0	0.0	1.0	1.0	7.441337341197946e-28	4.057547733006199e-20
Glaciozyma_antarctica	0	0.0	1.0	1.0	1.7211617664924056e-37	1.7284028124109357e-33
Ramalina_peruviana	2	2.0	1.0	1.502276525400248e-09	3.2120512846733895e-12	1.0
Linderina_pennispora	0	0.0	1.0	1.0	2.555804146878865e-13	4.8059305868264346e-08
Nematocida_sp._ERTm5	0	0.0	1.0	1.0	2.137771778936639e-18	4.205982625685714e-23
Aspergillus_ustus	2	2.0	1.0	5.504720811122521e-12	7.393860697313404e-12	1.0
Cephaloascus_albidus	2	2.0	1.0	2.874151224686072e-19	1.1579594192522448e-16	1.0
Pyrenophora_tritici-repentis	2	2.0	1.0	3.2374413479890896e-12	1.662529814337732e-12	1.0
Cladonia_macilenta	2	2.0	1.0	6.609722606923222e-16	1.2539314475645824e-08	1.0
Stemphylium_lycopersici	2	2.0	1.0	2.8234205135002112e-14	5.96770354487075e-14	1.0
Colletotrichum_acutatum	1	1.0	1.0	1.748102915589699e-18	1.0	1.6122752072755993e-14
Tricholoma_terreum	0	0.0	1.0	1.0	3.622295039902388e-18	3.2603769859563874e-15
Puccinia_horiana	0	0.0	1.0	1.0	6.004402162106126e-13	1.3238673395379874e-12
Cyberlindnera_saturnus	2	2.0	1.0	2.6087400823260044e-20	8.158095044595161e-22	1.0
Fusarium_longipes	1	1.0	1.0	1.007760064633545e-12	1.0	2.894142737963623e-11
Diplodia_sapinea	2	2.0	1.0	1.1621453799293135e-09	1.1612629607915537e-10	1.0
Candida_orba	2	2.0	1.0	1.4509481651875138e-26	1.6222757922929918e-29	1.0
Periglandula_ipomoeae	1	1.0	1.0	1.2694608385321882e-11	1.0	4.7905710509610344e-09
Calonectria_pseudoreteaudii	1	1.0	1.0	2.5252741487258226e-15	1.0	5.1644081372481665e-11
Phialocephala_scopiformis	1	1.0	1.0	8.713397364745745e-11	1.0	1.129625837315018e-09
Glonium_stellatum	2	2.0	1.0	2.134035347861455e-15	5.250328172223817e-08	1.0
Tricholoma_sp._MG99	0	0.0	1.0	1.0	1.7812761668755258e-18	1.1425380769519017e-13
Ramichloridium_luteum	2	2.0	1.0	1.868586618769541e-09	1.321042233937142e-12	1.0
Malassezia_dermatis	0	0.0	1.0	1.0	4.973852131436597e-30	5.0077010170287423e-23
Melampsora_occidentalis	0	0.0	1.0	1.0	1.5971048418963188e-16	3.370587808859682e-09
Huntiella_decipiens	1	1.0	1.0	1.5276832126794385e-14	1.0	3.7963672205876264e-09
Agaricus_bisporus	0	0.0	1.0	1.0	8.773578914363068e-16	1.855340947543027e-08
Violaceomyces_palustris	0	0.0	1.0	1.0	7.084801300281828e-20	2.3065159299963277e-32
Metschnikowia_kamakouana	2	2.0	1.0	5.730835420021933e-22	1.5292781087714342e-25	1.0
Curvularia_lunata	2	2.0	1.0	2.302784156936466e-13	5.958039508806301e-13	1.0
Xylona_heveae	2	2.0	1.0	4.943847109473154e-09	7.448164307533034e-10	1.0
Boletus_sp._MG55	0	0.0	1.0	1.0	8.956021418259609e-29	4.501327869818911e-21
Lachancea_thermotolerans	2	2.0	1.0	4.811927998902676e-16	3.556862869692626e-15	1.0
Cordyceps_fumosorosea	1	1.0	1.0	4.733150956957821e-17	1.0	8.945286654103601e-17
Saccharomyces_uvarum	2	2.0	1.0	2.5024293061789045e-17	9.657605019707994e-23	1.0
Cryptococcus_sp._DSM_27421	0	0.0	1.0	1.0	1.419916972628804e-13	6.220388245291308e-13
Ophiostoma_novo-ulmi	1	1.0	1.0	7.183792304782128e-17	1.0	3.3421324690235836e-20
Bondarzewia_mesenterica	0	0.0	1.0	1.0	8.803908953098503e-26	2.669609208138833e-18
Yarrowia_bubula	2	2.0	1.0	3.7905259714452605e-14	7.22659847002434e-14	1.0
Armillaria_solidipes	0	0.0	1.0	1.0	1.531541221571983e-20	3.592695307919058e-10
Macrolepiota_dolichaula	0	0.0	1.0	1.0	2.678168294091103e-17	6.386151329973444e-11
Panaeolus_cyanescens	0	0.0	1.0	1.0	1.0859958538671017e-21	1.695481184919509e-13
Dioszegia_aurantiaca	0	0.0	1.0	1.0	6.557257968799479e-24	1.3758108151004644e-13
Metarhizium_album	1	1.0	1.0	3.3843270813168842e-21	1.0	1.096304073001339e-17
Taphrina_wiesneri	0	0.0	1.0	1.0	5.129990876540091e-10	6.9447607664585576e-09
Marssonina_brunnea	1	1.0	1.0	3.9741579809870167e-25	1.0	1.791888868739571e-24
Fonsecaea_multimorphosa	2	2.0	1.0	2.7182976355955013e-11	1.966232870964646e-10	1.0
Fusarium_sp._Na10	1	1.0	1.0	4.604669417826236e-19	1.0	1.0036539978828304e-14
Gongronella_sp._w5	0	0.0	1.0	1.0	5.973850253816713e-30	5.444571050380435e-21
Lactarius_trivialis	0	0.0	1.0	1.0	8.234635504547242e-22	5.549812809969379e-15
Dothistroma_septosporum	2	2.0	1.0	5.780763119301842e-15	1.038925130820989e-12	1.0
Aciculoconidium_aculeatum	2	2.0	1.0	5.985133499919471e-10	1.3827798905907684e-09	1.0
Fusarium_agapanthi	1	1.0	1.0	2.1856645024276935e-18	1.0	1.5720457162589352e-14
Termitomyces_sp._J132	0	0.0	1.0	1.0	7.121605693511004e-18	8.209380856108819e-16
Penicillium_sp._MA_6040	2	2.0	1.0	3.391682009031005e-13	3.9473826984881555e-11	1.0
Prillingera_fragicola	0	0.0	1.0	1.0	5.190495602769296e-12	1.833711981357681e-15
Geosmithia_putterillii	1	1.0	1.0	9.343671263139022e-15	1.0	6.5616669338145785e-15
Pseudogymnoascus_sp._VKM_F-3775	1	1.0	1.0	6.028842383003566e-14	1.0	1.2351357714379674e-09
Endoconidiophora_laricicola	1	1.0	1.0	2.6467156446538357e-16	1.0	2.8958906383991234e-09
Grosmannia_clavigera	1	1.0	1.0	9.714430289646438e-16	1.0	1.855529098426789e-11
Cryomyces_antarcticus	2	2.0	1.0	7.518757144664434e-11	4.691574675614089e-16	1.0
Acaromyces_ingoldii	0	0.0	1.0	1.0	5.380598189219654e-09	7.77048564382099e-12
Aspergillus_steynii	2	2.0	1.0	3.3611820466662723e-13	4.119436042282487e-11	1.0
Auricularia_subglabra	0	0.0	1.0	1.0	1.73107774384578e-30	3.9249589093171694e-14
Mycosphaerella_arachidis	2	2.0	1.0	8.570339182020911e-16	9.751992963158429e-11	1.0
Coniophora_puteana	0	0.0	1.0	1.0	3.11345575964656e-25	1.1008264513899012e-16
Fusarium_cuneirostrum	1	1.0	1.0	1.0462060718024647e-29	1.0	8.815738785188907e-26
Sphaerulina_populicola	2	2.0	1.0	1.4505353444150503e-23	1.736947292892519e-20	1.0
Pichia_exigua	2	2.0	1.0	3.3282901184603915e-20	2.5658223562663118e-24	1.0
Aspergillus_parasiticus	2	2.0	1.0	1.5041214801447822e-11	9.84595543117306e-13	1.0
Ascocoryne_sarcoides	1	1.0	1.0	1.1511630220981008e-17	1.0	1.2320731610106607e-15
Pseudogymnoascus_sp._VKM_F-4519_FW-2642	1	1.0	1.0	3.5550298374552086e-16	1.0	3.9124697925885243e-10
Candida_gorgasii	2	2.0	1.0	1.5787116806789596e-20	1.0169457447702633e-15	1.0
Serpula_lacrymans	0	0.0	1.0	1.0	1.8227390086700526e-18	7.553404395739403e-17
Yamadazyma_tenuis	2	2.0	1.0	1.6433154053845335e-22	3.3177435656503404e-20	1.0
Priceomyces_castillae	2	2.0	1.0	3.567831184029917e-14	1.0768222251378301e-12	1.0
Tinctoporellus_epimiltinus	0	0.0	1.0	1.0	9.34188494327296e-31	1.2258807148915214e-14
Cladosporium_sp._SL-16	2	2.0	1.0	8.578946201435317e-15	2.1925834086701512e-14	1.0
Amorphotheca_resinae	1	1.0	1.0	1.3416265693762945e-18	1.0	3.755448219067148e-08
Thermothelomyces_thermophila	1	1.0	1.0	4.394937216135855e-23	1.0	6.6716476093686694e-12
Cyberlindnera_misumaiensis	2	2.0	1.0	3.921897789817563e-18	4.3005889470004425e-22	1.0
Malassezia_slooffiae	0	0.0	1.0	1.0	3.55311011728361e-28	4.939030009011567e-28
Cryptococcus_neoformans	0	0.0	1.0	1.0	3.2875313799377026e-13	4.97903964152141e-13
Ustilago_bromivora	0	0.0	1.0	1.0	9.262222692513417e-16	6.711218802912811e-10
Hypoxylon_sp._CO27-5	1	1.0	1.0	2.103344521842182e-18	1.0	7.605422541914861e-16
Aspergillus_versicolor	2	2.0	1.0	2.3056748432162197e-14	2.4557774216948935e-11	1.0
Auricularia_cornea	0	0.0	1.0	1.0	2.470916308735311e-33	6.874072590036225e-16
Kazachstania_naganishii	2	2.0	1.0	2.744638544216471e-11	1.9411502819128334e-22	1.0
Lachancea_lanzarotensis	2	2.0	1.0	1.7023010978920255e-18	2.571833367501291e-21	1.0
Aspergillus_carbonarius	2	2.0	1.0	4.6244189033650684e-12	8.268834922331436e-11	1.0
Phellinus_lamaoensis	0	0.0	1.0	1.0	3.362390921246572e-11	5.111964009479094e-16
Hericium_alpestre	0	0.0	1.0	1.0	1.5904349941829523e-24	3.7290269749032726e-14
Penicillium_paneum	2	2.0	1.0	7.327618871920405e-13	1.5761133717595577e-11	1.0
Xerocomus_impolitus	0	0.0	1.0	1.0	1.0709728182932052e-26	5.142386705316399e-20
Paraphaeosphaeria_sporulosa	2	2.0	1.0	9.724322458382062e-10	5.965759588374934e-17	1.0
Debaryomyces_maramus	2	2.0	1.0	1.7162340764310804e-19	5.8072858384627425e-15	1.0
Cadophora_sp._DSE1049	1	1.0	1.0	2.3525372308671505e-17	1.0	8.59915736046887e-16
Diaporthe_longicolla	1	1.0	1.0	2.7275104551502614e-19	1.0	2.9838263804204956e-11
Torulaspora_microellipsoides	2	2.0	1.0	7.494524206959341e-13	7.174395533023526e-18	1.0
Helotiales_sp._F229	1	1.0	1.0	8.791862848448491e-18	1.0	1.6159963298019045e-19
Pleurotus_salmoneostramineus	0	0.0	1.0	1.0	2.9067287778955802e-22	5.66511085004634e-13
Trichothecium_roseum	1	1.0	1.0	3.661962982485736e-17	1.0	4.168758047096155e-11
Saturnispora_mendoncae	2	2.0	1.0	1.0683762605848687e-21	1.6971588952035825e-26	1.0
Corinectria_fuckeliana	1	1.0	1.0	3.1484262100940406e-25	1.0	9.608676819974698e-19
Aspergillus_brunneoviolaceus	2	2.0	1.0	7.906137767035859e-13	3.777567234714008e-12	1.0
Retiboletus_ornatipes	0	0.0	1.0	1.0	1.2774909795646285e-26	1.3330197809520744e-19
Fusarium_proliferatum	1	1.0	1.0	5.513236124053203e-18	1.0	1.3611937369362864e-13
Tetrapisispora_iriomotensis	2	2.0	1.0	1.9106803019033215e-18	3.184611430999345e-20	1.0
Barnettozyma_salicaria	2	2.0	1.0	2.168097380230924e-14	8.364367119844384e-24	1.0
Aspergillus_ibericus	2	2.0	1.0	3.7492120410868857e-13	3.065334878288306e-12	1.0
Metschnikowia_aberdeeniae	2	2.0	1.0	1.226153853190229e-26	8.27269659172009e-23	1.0
Ogataea_naganishii	2	2.0	1.0	6.823008954701115e-13	6.752028377226681e-16	1.0
Emergomyces_orientalis	2	2.0	1.0	2.6681627393609908e-11	6.2613152509993775e-12	1.0
Purpureocillium_lilacinum	1	1.0	1.0	6.643877834092713e-15	1.0	7.424759116205563e-18
Kazachstania_spencerorum	2	2.0	1.0	4.39467222107439e-14	7.609187305580386e-18	1.0
Sphaerulina_musiva	2	2.0	1.0	8.297536339489902e-16	4.558160489678831e-13	1.0
Mrakia_psychrophila	0	0.0	1.0	1.0	1.2089001851730197e-40	0.0
Cordyceps_tenuipes	1	1.0	1.0	2.9196893914881916e-20	1.0	9.73975909767021e-19
Moniliophthora_roreri	0	0.0	1.0	1.0	3.025390434327501e-23	2.9194532127083464e-14
Hyphopichia_burtonii	2	2.0	1.0	5.017268024107382e-28	1.9909862930905569e-28	1.0
Gliomastix_tumulicola	1	1.0	1.0	1.2265624705349427e-16	1.0	7.025951685528229e-17
Basidiobolus_meristosporus	0	0.0	1.0	1.0	9.291481473105989e-10	1.2247589044561778e-14
Pseudogymnoascus_sp._03VT05	1	1.0	1.0	3.009062702382852e-20	1.0	1.3508024993696965e-12
Cantharellus_cinnabarinus	0	0.0	1.0	1.0	1.0468101837533837e-19	3.9934224947225865e-20
Acremonium_chrysogenum	1	1.0	1.0	2.1195249501055433e-19	1.0	1.9509042835662337e-15
Xylaria_sp._JS573	1	1.0	1.0	8.982794331799206e-18	1.0	1.456391498827654e-14
Pulveroboletus_ravenelii	0	0.0	1.0	1.0	8.053811933202953e-26	1.0588264684908796e-19
Cyberlindnera_suaveolens	2	2.0	1.0	5.401211922881025e-21	1.5500778524036723e-22	1.0
Exophiala_mesophila	2	2.0	1.0	8.770250151113324e-12	6.3352518786530254e-09	1.0
Debaryomyces_nepalensis	2	2.0	1.0	6.432789176823942e-15	7.229638762651369e-12	1.0
Byssoonygena_ceratinophila	2	2.0	1.0	8.840953685286534e-13	8.07493025759996e-15	1.0
Melampsora_alliipopulina	0	0.0	1.0	1.0	6.920590580708247e-16	5.699214988830192e-10
Metarhizium_anisopliae	1	1.0	1.0	8.329105185055766e-20	1.0	5.998784211848297e-16
Amanita_bisporigera	0	0.0	1.0	1.0	1.929286034779363e-23	2.9388413902951827e-13
Trichophyton_soudanense	2	2.0	1.0	1.7352876131545683e-17	3.3709074420684715e-10	1.0
Candida_athensensis	2	2.0	1.0	3.3091373329880943e-19	1.2509068591835213e-16	1.0
Zygosaccharomyces_bailii	2	2.0	1.0	5.757328343453452e-14	5.072182048320112e-16	1.0
Epichloe_festucae	1	1.0	1.0	1.795769591076715e-23	1.0	5.898455376090067e-19
Priceomyces_medius	2	2.0	1.0	3.4798455349899227e-12	1.21106527584125e-10	1.0
Paracoccidioides_brasiliensis	2	2.0	1.0	3.1478105712301474e-12	5.541766490146927e-10	1.0
Kloeckera_hatyaiensis	2	2.0	1.0	1.6598594218458014e-15	1.2935756531253707e-26	1.0
Balansia_obtecta	1	1.0	1.0	2.632841996719551e-14	1.0	1.3743466170071817e-14
Cyberlindnera_petersonii	2	2.0	1.0	2.3837575087267394e-17	4.662614950019709e-17	1.0
Cryptococcus_gattii_VGIII	0	0.0	1.0	1.0	1.2087102152502638e-12	3.466396278090783e-13
Torrubiella_hemipterigena	1	1.0	1.0	2.6640573207598875e-16	1.0	7.828775822060763e-11
Phlebia_centrifuga	0	0.0	1.0	1.0	6.478580921116116e-19	5.262411340023476e-11
Amauroascus_mutatus	2	2.0	1.0	6.346517755773107e-11	1.4668095904557532e-10	1.0
Sparassis_latifolia	0	0.0	1.0	1.0	3.3155823846439126e-26	3.760543959563378e-12
Fusarium_praegraminearum	1	1.0	1.0	2.959641876736953e-14	1.0	4.547600902619908e-13
Blastomyces_percursus	2	2.0	1.0	1.295245299903769e-10	6.42564057518058e-11	1.0
Elaphomyces_granulatus	2	2.0	1.0	8.782571024601449e-12	1.347006395313599e-10	1.0
Lecanicillium_fungicola	1	1.0	1.0	4.575472504808652e-15	1.0	1.8999439608397006e-12
Colletotrichum_fioriniae	1	1.0	1.0	1.0801348220160046e-18	1.0	1.6035951524453161e-15
Russula_lepida	0	0.0	1.0	1.0	1.7246232698252896e-17	7.833976118583509e-18
Hymenopellis_radicata	0	0.0	1.0	1.0	1.03931169974029e-23	8.735525323932958e-12
Lactarius_deliciosus	0	0.0	1.0	1.0	2.5390626849863135e-19	7.744654917374305e-11
Rhynchosporium_commune	1	1.0	1.0	6.1315922089261744e-21	1.0	9.30629965451013e-12
Vanderwaltozyma_polyspora	2	2.0	1.0	5.8321504906293925e-15	1.2052636947273353e-16	1.0
Aspergillus_nomius	2	2.0	1.0	1.5332259767353307e-11	4.4932484924604943e-13	1.0
Dioszegia_crocea	0	0.0	1.0	1.0	3.076015500878525e-21	3.173402160624658e-15
Fusarium_venenatum	1	1.0	1.0	1.245599489437671e-13	1.0	4.0786561628092244e-11
Metschnikowia_hamakuensis	2	2.0	1.0	3.2898263411457107e-21	2.735715976764914e-23	1.0
Thermomucor_indicaeseudaticae	0	0.0	1.0	1.0	7.925888886883404e-20	3.4094866929734735e-09
Ramalina_intermedia	2	2.0	1.0	1.7579957045654737e-08	7.440286993280754e-13	1.0
Monilinia_polystroma	1	1.0	1.0	1.4223749955633025e-10	1.0	2.2902315894440806e-12
Leptosphaeria_biglobosa	2	2.0	1.0	1.1026865572487675e-19	7.324488780248439e-13	1.0
Sarcodon_sp._MG97	0	0.0	1.0	1.0	4.240900436814493e-13	6.296359961188713e-11
Sistotremastrum_niveocremeum	0	0.0	1.0	1.0	4.483445644107253e-17	1.1192931026471342e-08
Eremothecium_sinecaudum	2	2.0	1.0	3.593863121713266e-16	6.48860801277329e-16	1.0
Pseudogymnoascus_sp._VKM_F-103	1	1.0	1.0	9.69698736663341e-17	1.0	1.281249550899588e-10
Daedalea_quercina	0	0.0	1.0	1.0	2.9736602844163893e-31	3.156382219395709e-13
Aspergillus_wentii	2	2.0	1.0	8.852292813707474e-13	6.925335305218994e-11	1.0
Elsinoe_australis	2	2.0	1.0	2.1420977838748634e-11	9.551768013690842e-13	1.0
Verruconis_gallopava	2	2.0	1.0	5.51324053077451e-09	8.832506392941752e-10	1.0
Aspergillus_fijiensis	2	2.0	1.0	3.548479435636076e-12	5.0237435739175496e-12	1.0
Meyerozyma_guilliermondii	2	2.0	1.0	7.524974315700698e-21	2.88927725616237e-19	1.0
Jimgerdemannia_flammicorona	0	0.0	1.0	1.0	5.486386012165667e-09	4.489747595926019e-08
Trametes_sp._AH282	0	0.0	1.0	1.0	4.459616948430623e-39	1.6851239794426738e-15
Saksenaea_oblongispora	0	0.0	1.0	1.0	2.216848565286089e-20	7.896225340253693e-12
Huntiella_omanensis	1	1.0	1.0	1.2533017971962795e-13	1.0	2.7914175415588716e-09
Rhodotorula_sp._JG1b	0	0.0	1.0	1.0	7.865182797189975e-39	1.7802422033720856e-27
Cryptococcus_cf._gattii	0	0.0	1.0	1.0	4.736556199341768e-13	1.7886003279583146e-13
Meliniomyces_bicolor	1	1.0	1.0	5.831395621687162e-22	1.0	2.2968412742521585e-16
Trichophyton_mentagrophytes	2	2.0	1.0	2.5682783423301684e-18	1.2558121209593764e-09	1.0
Blastomyces_gilchristii	2	2.0	1.0	8.34092316699328e-15	4.708596793717712e-13	1.0
Spathaspora_hagerdaliae	2	2.0	1.0	3.569912259278026e-15	2.3264069261888454e-17	1.0
Agaricales_sp._HM26F1	0	0.0	1.0	1.0	7.79772079233531e-18	1.2569623120128881e-09
Chaetomium_globosum	1	1.0	1.0	5.287807900436577e-18	1.0	1.5684892620826396e-12
Suhomyces_canberraensis	2	2.0	1.0	7.5000093545400265e-22	2.492570586430616e-23	1.0
Cryptococcus_wingfieldii	0	0.0	1.0	1.0	2.171069720486793e-13	8.016439617154758e-13
Bipolaris_sorokiniana	2	2.0	1.0	3.3457178000295684e-12	4.969763316153841e-12	1.0
Lepista_sordida	0	0.0	1.0	1.0	3.2702528607257805e-16	3.951105831401236e-10
Ophiocordyceps_sp._camponoti-saundersi	1	1.0	1.0	7.795014546305556e-33	1.0	2.0630384378721187e-27
Rhynchosporium_agropyri	1	1.0	1.0	9.053000665904185e-19	1.0	8.727826404306138e-13
Dacryopinax_primogenitus	0	0.0	1.0	1.0	5.630518376842128e-25	8.04301127682056e-17
Macrocystidia_cucumis	0	0.0	1.0	1.0	1.1369411253704425e-23	1.6462727448623982e-12
Lignosus_rhinocerotis	0	0.0	1.0	1.0	1.9594805515001003e-31	1.0133863138025537e-16
Monilinia_aucupariae	1	1.0	1.0	5.868654451290922e-10	1.0	1.2581644710449313e-12
Paecilomyces_hepiali	1	1.0	1.0	1.5741152295073143e-15	1.0	8.084573198308858e-16
Xanthophyllomyces_dendrorhous	0	0.0	1.0	1.0	1.685505035332197e-28	9.96525473650676e-19
Apiotrichum_gracile	0	0.0	1.0	1.0	2.447147667789128e-17	3.700157220089759e-17
Coleophoma_crateriformis	1	1.0	1.0	1.397050200134184e-13	1.0	5.547144610318355e-08
Aspergillus_heteromorphus	2	2.0	1.0	2.5574342990553056e-12	1.8902028386946768e-08	1.0
Aciculosporium_take	1	1.0	1.0	6.39628417920844e-29	1.0	1.2620517354797629e-22
Pseudogymnoascus_sp._VKM_F-4515_FW-2607	1	1.0	1.0	1.344441292947245e-15	1.0	6.596694857030627e-10
Penicillium_camemberti	2	2.0	1.0	1.5092812524937493e-13	5.617710185923386e-10	1.0
Phialophora_cf._hyalina_BP_5553	1	1.0	1.0	8.244584438751769e-18	1.0	8.00606514417268e-09
Lepiota_venenata	0	0.0	1.0	1.0	1.2072355918754663e-12	8.030641581412146e-13
Pseudogymnoascus_sp._VKM_F-3808	1	1.0	1.0	2.3350693005298436e-15	1.0	4.5219539224206073e-10
Cutaneotrichosporon_cyanovorans	0	0.0	1.0	1.0	1.941255895873002e-20	1.243211093695639e-14
Cladophialophora_bantiana	2	2.0	1.0	1.7510582827479082e-12	4.117034768658101e-10	1.0
Raffaelea_arxii	1	1.0	1.0	1.1771689401030017e-08	1.0	3.054089603438115e-08
Pseudogymnoascus_sp._23342-1-I1	1	1.0	1.0	1.2836750969920478e-19	1.0	1.0231649105437238e-13
Blastobotrys_nivea	2	2.0	1.0	7.715976329278427e-15	3.5352662819811297e-19	1.0
